date,revenue_growth,debt_to_equity,fcf_yield,roe
2021-12-31,,,,0.22286
2022-12-31,,0.9594297569893798,-0.007493568119653384,0.22286
2023-12-31,11.82957412988368,0.6717572755417957,0.014291143320361872,0.22286
2024-12-31,10.990892246666139,0.45774032241144175,0.014584356398387732,0.22286
2025-12-31,12.377754683294695,0.37217228418863196,0.003413426074748878,0.22286
