date,revenue_growth,debt_to_equity,fcf_yield,roe
2021-12-31,,0.9678641251221897,0.11240332221675206,-0.03487
2022-12-31,37.754034668260616,0.7321599387794145,0.10817136598953835,-0.03487
2023-12-31,-7.8212290502793325,0.9896077774052967,0.015388931735322587,-0.03487
2024-12-31,12.527213886437183,0.8340199107449365,0.030585501823953642,-0.03487
