date,revenue_growth,debt_to_equity,fcf_yield,roe
2021-12-31,,,,0.049250003
2022-12-31,,0.12857909806728704,0.0049591246020650485,0.049250003
2023-12-31,18.79526650462793,0.15284031037455695,0.0028610839368640646,0.049250003
2024-12-31,0.9475783534663496,0.18683910962379824,0.0023515128707620415,0.049250003
2025-12-31,-2.930699150373628,0.17920060386914546,0.004084448493755906,0.049250003
