date,revenue_growth,debt_to_equity,fcf_yield,roe
2021-12-31,,0.47924249685884895,0.19338661303407398,0.085760005
2022-12-31,24.464865662828462,0.36440137569124303,0.1685375112621775,0.085760005
2023-12-31,-41.13763281443045,0.7958860403981396,0.03103224199914013,0.085760005
2024-12-31,6.839171172381375,0.7216194460505878,0.0636766326020328,0.085760005
