date,revenue_growth,debt_to_equity,fcf_yield,roe
2021-12-31,,1.8592547502065306,0.03248709298749684,0.43323
2022-12-31,11.250808433579106,1.6241028832192492,0.027512164198151973,0.43323
2023-12-31,6.394753976374301,1.6215257700165762,0.02812681607293762,0.43323
2024-12-31,2.856580845390577,1.7911972964274219,0.013681054170698394,0.43323
2025-12-31,0.0,,,0.43323
