Ticker            BTC-USD        MSFT         SPY
Date                                             
2021-03-16   56804.902344  228.096939  369.572632
2021-03-17   58870.894531  227.453995  370.832794
2021-03-18   57858.921875  221.389587  365.437286
2021-03-19   58346.652344  221.034576  364.761200
2021-03-20   58313.644531         NaN         NaN
2021-03-21   57523.421875         NaN         NaN
2021-03-22   54529.144531  226.446426  367.673767
2021-03-23   54738.945312  227.972153  364.779877
2021-03-24   52774.265625  225.937927  362.925507
2021-03-25   51704.160156  222.944046  364.967255
2021-03-26   55137.312500  226.916641  370.848694
2021-03-27   55973.511719         NaN         NaN
2021-03-28   55950.746094         NaN         NaN
2021-03-29   57750.199219  225.726791  370.661316
2021-03-30   58917.691406  222.473953  369.678040
2021-03-31   58918.832031  226.235382  371.176392
2021-04-01   59095.808594  232.549286  375.184753
2021-04-02   59384.312500         NaN         NaN
2021-04-03   57603.890625         NaN         NaN
2021-04-04   58758.554688         NaN         NaN
2021-04-05   59057.878906  238.997513  380.569794
2021-04-06   58192.359375  237.836472  380.345032
2021-04-07   56048.937500  239.793915  380.785248
2021-04-08   58323.953125  243.008484  382.592773
2021-04-09   58245.003906  245.503311  385.374207
2021-04-10   59793.234375         NaN         NaN
2021-04-11   60204.964844         NaN         NaN
2021-04-12   59893.453125  245.560883  385.514832
2021-04-13   63503.457031  248.036575  386.657257
2021-04-14   63109.695312  245.253845  385.336792
2021-04-15   63314.011719  249.005722  389.476257
2021-04-16   61572.789062  250.195557  390.778046
2021-04-17   60683.820312         NaN         NaN
2021-04-18   56216.183594         NaN         NaN
2021-04-19   55724.265625  248.276459  388.858154
2021-04-20   56473.031250  247.815842  386.011139
2021-04-21   53906.089844  250.042023  389.663544
2021-04-22   51762.273438  246.769974  386.104706
2021-04-23   51093.652344  250.589020  390.291046
2021-04-24   50050.867188         NaN         NaN
2021-04-25   49004.253906         NaN         NaN
2021-04-26   54021.753906  250.972733  391.105865
2021-04-27   55033.117188  251.375809  391.021515
2021-04-28   54824.703125  244.265488  390.909119
2021-04-29   53555.109375  242.298386  393.400391
2021-04-30   57750.175781  241.981674  390.815582
2021-05-01   57828.050781         NaN         NaN
2021-05-02   56631.078125         NaN         NaN
2021-05-03   57200.292969  241.674683  391.658386
2021-05-04   53333.539062  237.769272  389.242188
2021-05-05   57424.007812  236.502655  389.363892
2021-05-06   56396.515625  239.630814  392.473236
2021-05-07   57356.402344  242.250427  395.329651
2021-05-08   58803.777344         NaN         NaN
2021-05-09   58232.316406         NaN         NaN
2021-05-10   55859.796875  237.183960  391.414917
2021-05-11   56704.574219  236.272339  387.921570
2021-05-12   49150.535156  229.334732  379.680145
2021-05-13   49716.191406  233.201736  384.241028
2021-05-14   49880.535156  238.114746  390.141205
2021-05-15   46760.187500         NaN         NaN
