Date,AAPL,AMZN,BAC,DIS,GOLD,HD,JPM,KO,MA,META,MSFT,NVDA,PFE,PG,SPY,TSLA,UNH,V,WLM,XOM
2015-01-27,24.172809600830078,15.337499618530273,12.402400970458984,85.56627655029297,3.632018566131592,81.23838806152344,41.82950973510742,29.96010971069336,76.48265838623047,75.25432586669922,36.280784606933594,0.47101420164108276,19.126110076904297,63.61390686035156,168.35580444335938,13.732000350952148,92.21766662597656,57.97407913208008,,56.36826705932617
2015-01-28,25.539369583129883,15.195500373840332,12.061195373535156,84.38252258300781,3.639141321182251,80.91387176513672,40.750267028808594,29.627920150756836,75.51927947998047,75.71112823486328,35.03061294555664,0.46333590149879456,18.744760513305664,62.62833023071289,166.1968231201172,13.291333198547363,90.91836547851562,56.904632568359375,,54.508941650390625
2015-01-29,26.334491729736328,15.58899974822998,12.243699073791504,84.88334655761719,3.6676266193389893,83.13877868652344,41.43501663208008,29.75514030456543,76.11785888671875,77.45892333984375,35.72797775268555,0.4746132493019104,18.67435646057129,63.01080322265625,167.73306274414062,13.680000305175781,91.6979751586914,57.28342819213867,,54.27962112426758
2015-01-30,25.949119567871094,17.726499557495117,12.02151870727539,82.825439453125,3.7210381031036377,80.66667938232422,40.474876403808594,29.097841262817383,76.72586059570312,75.38343048095703,34.35874557495117,0.46069639921188354,18.334081649780273,61.99580001831055,165.623779296875,13.573332786560059,89.0657958984375,58.87952423095703,,54.18046188354492
2015-02-02,26.274690628051758,18.223499298095703,12.267502784729004,83.70869445800781,3.699674129486084,80.67442321777344,41.286163330078125,29.394681930541992,77.61442565917969,74.46980285644531,35.10713195800781,0.47077423334121704,18.568750381469727,62.606266021728516,167.67486572265625,14.062666893005371,89.93758392333984,58.97884750366211,,55.51915740966797
2015-02-03,26.279130935668945,18.177499771118164,12.608710289001465,85.68464660644531,3.650179624557495,82.84519958496094,42.21653366088867,29.42294692993164,78.39075469970703,74.87696838378906,35.37929916381836,0.4825313985347748,18.785829544067383,63.216732025146484,170.0996856689453,14.557332992553711,90.37348937988281,60.00670623779297,,57.1739501953125
2015-02-04,26.480676651000977,18.237499237060547,12.5293607711792,92.2225341796875,3.6419880390167236,83.74906921386719,41.963478088378906,29.458295822143555,78.73680114746094,75.10535430908203,35.58340072631836,0.48373132944107056,18.981149673461914,63.099063873291016,169.4519805908203,14.569999694824219,90.46569061279297,61.18471145629883,,56.68434143066406
2015-02-05,26.669689178466797,18.694499969482422,12.67219066619873,93.4609146118164,3.82430100440979,84.19712829589844,42.253761291503906,29.53603172302246,80.27078247070312,75.08550262451172,36.10218811035156,0.4916495382785797,19.52566909790039,63.76838302612305,171.16258239746094,14.732666969299316,91.22013854980469,62.78078079223633,,57.24213409423828
2015-02-06,26.445104598999023,18.714000701904297,13.084810256958008,92.89635467529297,3.8207409381866455,84.2357406616211,43.087364196777344,29.295738220214844,78.71815490722656,73.95341491699219,36.06817626953125,0.48948994278907776,19.63219451904297,62.966651916503906,170.6892547607422,14.490667343139648,90.19744110107422,61.76908874511719,,57.135963439941406
2015-02-09,26.620765686035156,18.527999877929688,12.97372055053711,92.63228607177734,3.8171803951263428,83.69495391845703,43.035274505615234,29.140243530273438,79.12033081054688,73.92362213134766,36.025657653808594,0.4890100657939911,19.57301139831543,62.554805755615234,169.92532348632812,14.498666763305664,89.26699829101562,61.31638717651367,,57.17344284057617
2015-02-10,27.132184982299805,18.649999618530273,13.029264450073242,92.8052978515625,3.6605052947998047,85.49494934082031,43.51161193847656,29.9671630859375,78.78360748291016,74.66841888427734,36.22975158691406,0.5026872158050537,20.212230682373047,62.80484390258789,171.7355499267578,14.419333457946777,91.34587097167969,61.10618209838867,,56.83000564575195
2015-02-11,27.76814079284668,18.756999969482422,12.981657028198242,92.75978088378906,3.5786070823669434,85.21685028076172,43.44462585449219,29.945964813232422,78.99872589111328,75.9792709350586,36.04265213012695,0.4993278384208679,20.27140998840332,62.988731384277344,171.83517456054688,14.186667442321777,92.08356475830078,61.550453186035156,,56.57398223876953
2015-02-12,28.119461059570312,18.85849952697754,13.227640151977539,94.31686401367188,3.6142146587371826,86.64601135253906,44.3377799987793,29.804611206054688,81.86087036132812,75.70120239257812,36.64649963378906,0.5350799560546875,20.638370513916016,63.275577545166016,173.4876708984375,13.525333404541016,92.0751724243164,62.68899154663086,,57.679237365722656
2015-02-13,28.257326126098633,19.09149932861328,13.180032730102539,94.85407257080078,3.6605052947998047,86.43741607666016,44.412208557128906,29.67738914489746,81.50543212890625,75.214599609375,37.309844970703125,0.5353195667266846,20.502241134643555,63.17997360229492,174.20188903808594,13.584667205810547,91.73987579345703,62.39276885986328,,58.303672790527344
2015-02-17,28.42409324645996,18.771499633789062,13.195899963378906,94.80856323242188,3.582167625427246,86.52245330810547,44.732269287109375,29.5501651763916,81.86087036132812,75.07557678222656,37.32697296142578,0.5369992852210999,20.466724395751953,62.87839889526367,174.47589111328125,13.623332977294922,92.00810241699219,62.679710388183594,,58.103878021240234
2015-02-18,28.621994018554688,18.668500900268555,12.93404483795166,94.57179260253906,3.566856622695923,86.51471710205078,44.188926696777344,29.493635177612305,82.05731201171875,76.1778793334961,37.284149169921875,0.530760645866394,20.407546997070312,63.444740295410156,174.49252319335938,13.630666732788086,92.01648712158203,62.27475357055664,,56.83000564575195
2015-02-19,28.56195640563965,18.950000762939453,12.862628936767578,94.59911346435547,3.542998790740967,85.70353698730469,44.084720611572266,29.762210845947266,83.43222045898438,78.86907196044922,37.25845718383789,0.5322002172470093,20.36610984802246,62.672454833984375,174.36793518066406,14.11400032043457,92.23443603515625,62.2701416015625,,55.84965515136719
2015-02-20,28.79543113708496,19.183000564575195,12.99752426147461,95.2000961303711,3.610653877258301,86.70783996582031,44.50896453857422,29.663253784179688,84.91942596435547,79.34574127197266,37.566795349121094,0.5360394716262817,20.45489501953125,62.42238998413086,175.41427612304688,14.473999977111816,94.4055404663086,63.172576904296875,,56.14935302734375
2015-02-23,29.57368278503418,19.006999969482422,12.854693412780762,95.60073852539062,3.525195598602295,86.73871612548828,44.174034118652344,29.578441619873047,85.22807312011719,78.2930908203125,37.81519317626953,0.5317205190658569,20.35427474975586,62.80484390258789,175.38937377929688,13.822667121887207,97.57421112060547,63.174930572509766,,55.581111907958984
2015-02-24,29.389123916625977,18.929500579833984,12.99752426147461,95.30936431884766,3.5458476543426514,90.19187927246094,45.268150329589844,29.776334762573242,85.4151611328125,77.90579223632812,37.7638053894043,0.5373809337615967,20.324682235717773,62.88575744628906,175.88754272460938,13.607333183288574,96.7611083984375,63.049957275390625,,55.837154388427734
2015-02-25,28.637557983398438,19.26849937438965,13.084810256958008,96.1288833618164,3.5536820888519287,89.85197448730469,45.5063362121582,29.71979522705078,86.67788696289062,79.00810241699219,37.678157806396484,0.5332859754562378,20.51407814025879,62.8563346862793,175.7380828857422,13.583999633789062,95.60429382324219,63.174930572509766,,55.94956970214844
2015-02-26,28.9999942779541,19.239999771118164,12.72773551940918,95.20919799804688,3.603532552719116,89.13353729248047,45.833831787109375,30.00957679748535,85.35903930664062,79.85221099853516,37.73810577392578,0.5347312688827515,20.47264862060547,62.643028259277344,175.53050231933594,13.812666893005371,95.27733612060547,63.34617614746094,,55.3563232421875
2015-02-27,28.564184188842773,19.007999420166016,12.545228004455566,94.7721176147461,3.6605052947998047,88.6468734741211,45.61054611206055,30.603256225585938,84.30208587646484,78.42219543457031,37.5582389831543,0.531359076499939,20.312835693359375,62.613624572753906,174.93267822265625,13.555999755859375,95.25221252441406,62.781532287597656,,55.28763961791992
2015-03-02,28.704259872436523,19.283000946044922,12.703929901123047,96.4202651977539,3.810058355331421,89.7052001953125,45.97523498535156,30.532588958740234,86.06989288330078,79.19676971435547,37.58394241333008,0.5443662405014038,20.579181671142578,62.819583892822266,176.0370635986328,13.155332565307617,95.89767456054688,64.39669799804688,,54.975433349609375
2015-03-03,28.764297485351562,19.230499267578125,12.72773551940918,96.83912658691406,3.735281467437744,89.66659545898438,46.12409210205078,30.355905532836914,85.0877685546875,79.04782104492188,37.070011138916016,0.5342497825622559,20.45489501953125,62.63566970825195,175.31463623046875,13.303999900817871,94.60672760009766,63.704837799072266,,54.713165283203125
2015-03-04,28.58197021484375,19.13599967956543,12.608336448669434,96.1288833618164,3.717477798461914,88.65454864501953,46.243194580078125,30.037841796875,85.77994537353516,80.33881378173828,36.88158416748047,0.540271520614624,20.502241134643555,62.0399284362793,174.57557678222656,13.496000289916992,95.41146850585938,63.34617614746094,,54.43840408325195
2015-03-05,28.108348846435547,19.39150047302246,12.73569393157959,95.63715362548828,3.649822950363159,89.54297637939453,46.14643096923828,29.9671630859375,86.80883026123047,80.64665222167969,36.92441940307617,0.5506287813186646,20.40162467956543,62.24585723876953,174.76654052734375,13.375332832336426,96.22460174560547,63.4340934753418,,54.163673400878906
2015-03-06,28.15058708190918,19.004499435424805,12.910810470581055,94.53538513183594,3.5857291221618652,88.41508483886719,45.320255279541016,29.34520721435547,84.91942596435547,79.45499420166016,36.28203201293945,0.5431616902351379,20.105695724487305,60.79692077636719,172.30856323242188,12.925333023071289,94.62350463867188,62.32566452026367,,53.470516204833984
2015-03-09,28.27066421508789,18.92799949645996,12.87100887298584,95.84660339355469,3.6070938110351562,89.03311157226562,45.77427291870117,29.253320693969727,85.22807312011719,78.88894653320312,36.70172119140625,0.5446071624755859,20.141202926635742,61.113182067871094,173.022705078125,12.725333213806152,96.31681060791016,62.806983947753906,,53.177024841308594
2015-03-10,27.685867309570312,18.475500106811523,12.5685396194458,93.87065887451172,3.642878532409668,87.40248107910156,44.62806701660156,28.758583068847656,83.09552001953125,77.01205444335938,35.99937438964844,0.554000973701477,19.99323844909668,59.973167419433594,170.21591186523438,12.687999725341797,94.27145385742188,61.36767578125,,52.615047454833984
2015-03-11,27.181106567382812,18.318500518798828,12.82325553894043,93.68853759765625,3.642878532409668,87.79849243164062,44.83646774291992,28.34160041809082,81.346435546875,77.03189849853516,35.95656204223633,0.5511103868484497,19.904460906982422,59.862831115722656,169.8173370361328,12.916000366210938,94.80552673339844,61.263526916503906,,52.46519088745117
2015-03-12,27.672517776489258,18.711999893188477,12.807332038879395,97.5857925415039,3.614250421524048,90.15125274658203,45.67752456665039,28.911701202392578,83.47900390625,78.38248443603516,35.13429260253906,0.546052098274231,20.123445510864258,60.3776741027832,171.9763946533203,12.73799991607666,96.62220764160156,62.38119888305664,,52.59006881713867
2015-03-13,27.481292724609375,18.52899932861328,12.807332038879395,96.92108154296875,3.6500351428985596,89.15734100341797,45.402137756347656,28.441368103027344,82.07598876953125,77.50859069824219,35.44264602661133,0.5467748045921326,20.123445510864258,60.186466217041016,170.9217529296875,12.578666687011719,96.93344116210938,61.32831954956055,,52.37152862548828
2015-03-16,27.7836971282959,18.667499542236328,12.839170455932617,97.76791381835938,3.614250421524048,90.46186065673828,46.0347900390625,28.712160110473633,82.97392272949219,77.52843475341797,35.59682083129883,0.5532782673835754,20.383867263793945,61.45888900756836,173.2053985595703,13.046667098999023,99.68372344970703,62.251617431640625,,52.92726516723633
2015-03-17,28.248432159423828,18.59600067138672,12.807332038879395,97.39457702636719,3.614250421524048,89.74748229980469,45.85614776611328,28.868942260742188,82.28177642822266,78.80949401855469,35.71672821044922,0.5600228309631348,20.224061965942383,60.93667221069336,172.6905975341797,12.982000350952148,98.9099349975586,61.2056999206543,,52.502662658691406
2015-03-18,28.566404342651367,18.756999969482422,12.71977424621582,98.31423950195312,3.614250421524048,90.13574981689453,45.960350036621094,28.933073043823242,83.13290405273438,80.34873962402344,36.40193557739258,0.5508695840835571,20.348358154296875,61.59861373901367,174.76654052734375,13.380666732788086,100.8948745727539,61.939239501953125,,53.74529266357422
2015-03-19,28.350709915161133,18.66200065612793,12.425260543823242,97.76791381835938,3.614250421524048,89.42138671875,45.55099105834961,28.519746780395508,83.26385498046875,82.17596435546875,36.222076416015625,0.5593001842498779,20.212230682373047,61.32649230957031,173.96934509277344,13.043333053588867,101.56773376464844,61.839725494384766,,52.708736419677734
2015-03-20,27.99493980407715,18.92449951171875,12.608336448669434,98.73309326171875,3.7216036319732666,91.23059844970703,45.960350036621094,28.96870994567871,84.01215362548828,83.21869659423828,36.727413177490234,0.5653218626976013,20.27140998840332,62.3267707824707,175.50498962402344,13.20533275604248,100.20519256591797,62.39509201049805,,52.78989028930664
2015-03-23,28.286231994628906,18.75550079345703,12.512821197509766,98.54187774658203,3.6679272651672363,90.12798309326172,45.5063362121582,28.947330474853516,83.5538330078125,83.84432983398438,36.71027755737305,0.5470157265663147,20.744903564453125,62.4150390625,175.1629638671875,13.308667182922363,100.12108612060547,62.08964157104492,,53.34564208984375
2015-03-24,28.170604705810547,18.704500198364258,12.425260543823242,97.53115844726562,3.6679272651672363,90.19009399414062,45.00020980834961,28.840436935424805,83.70349884033203,84.71821594238281,36.744544982910156,0.5395486354827881,20.43121910095215,61.72364807128906,174.17872619628906,13.447999954223633,99.3472900390625,62.1081428527832,,52.77742004394531
2015-03-25,27.43459129333496,18.54800033569336,12.266064643859863,95.60987091064453,3.753809928894043,88.27217102050781,44.3675651550293,28.8261775970459,81.72054290771484,82.34479522705078,35.51116180419922,0.506790280342102,20.30100440979004,61.05434036254883,171.62635803222656,12.953332901000977,98.01840209960938,60.840084075927734,,52.98972702026367
2015-03-26,27.625823974609375,18.36750030517578,12.274027824401855,95.82838439941406,3.682241678237915,87.25493621826172,44.31544876098633,28.75491714477539,82.24434661865234,82.43416595458984,35.297019958496094,0.5051043033599854,20.2181453704834,60.421817779541016,171.2176055908203,12.694000244140625,97.77449798583984,60.71049118041992,,52.652530670166016
2015-03-27,27.405689239501953,18.527999877929688,12.1864652633667,96.04692840576172,3.675084352493286,88.41189575195312,44.32289123535156,28.562517166137695,81.60834503173828,82.72216033935547,35.091461181640625,0.5149800181388855,20.4371395111084,60.53948974609375,171.60964965820312,12.333333015441895,99.2547836303711,60.664207458496094,,52.190452575683594
2015-03-30,28.09944725036621,18.72949981689453,12.35362434387207,96.62969970703125,3.764544725418091,89.00982666015625,45.37236404418945,28.868942260742188,82.00115966796875,82.62284851074219,35.08290100097656,0.5171477794647217,20.71531867980957,60.84105682373047,173.70326232910156,12.704667091369629,101.76957702636719,60.7752799987793,,53.470516204833984
2015-03-31,27.668067932128906,18.604999542236328,12.250150680541992,95.50969696044922,3.7931737899780273,88.21778869628906,45.08953094482422,28.897457122802734,80.80392456054688,81.649658203125,34.8259391784668,0.5041407942771912,20.59102439880371,60.26734924316406,172.18521118164062,12.584667205810547,99.49028015136719,60.543888092041016,,53.0771369934082
2015-04-01,27.6280517578125,18.51300048828125,12.266064643859863,96.0105209350586,3.664349317550659,87.84506225585938,44.917205810546875,28.99009132385254,81.13127899169922,81.10346221923828,34.87734603881836,0.5060677528381348,20.31876564025879,60.54684829711914,171.57627868652344,12.505999565124512,98.78378295898438,60.33098602294922,,52.73994827270508
2015-04-02,27.865970611572266,18.612499237060547,12.369542121887207,96.52041625976562,3.607093334197998,88.93992614746094,45.344276428222656,28.99009132385254,81.40254974365234,80.99422454833984,34.5090446472168,0.5072722434997559,20.348358154296875,60.627742767333984,172.19358825683594,12.733332633972168,98.70806884765625,60.43279266357422,,52.640018463134766
2015-04-06,28.317363739013672,18.851999282836914,12.34566593170166,96.18350982666016,3.63572096824646,89.25828552246094,45.30680847167969,29.33928680419922,81.6924819946289,81.86811828613281,35.588253021240234,0.5219654440879822,20.407546997070312,61.07643508911133,173.35299682617188,13.539999961853027,98.99403381347656,60.349491119384766,,53.1583251953125
2015-04-07,28.019397735595703,18.720500946044922,12.305865287780762,96.00141143798828,3.6285653114318848,88.75354766845703,45.59152603149414,29.225252151489258,82.38591766357422,81.74895477294922,35.57111740112305,0.5265417695045471,20.443056106567383,60.598323822021484,172.89418029785156,13.550000190734863,98.69969177246094,60.90485763549805,,53.54547119140625
2015-04-08,27.9282283782959,19.059999465942383,12.425260543823242,96.84823608398438,3.664349317550659,89.75523376464844,45.741363525390625,29.13974380493164,83.69781494140625,81.70923614501953,35.476905822753906,0.5303956866264343,20.502241134643555,60.8778190612793,173.47801208496094,13.844667434692383,99.40617370605469,61.55281066894531,,52.49015808105469
2015-04-09,28.141698837280273,19.177000045776367,12.504860877990723,97.2215576171875,3.6500351428985596,88.96321868896484,46.05606460571289,29.253765106201172,83.45418548583984,81.5999984741211,35.528289794921875,0.5426800847053528,20.73306655883789,60.96609115600586,174.24545288085938,14.005999565124512,99.70895385742188,61.49726104736328,,52.85858154296875
2015-04-10,28.261770248413086,19.13249969482422,12.512821197509766,97.38545989990234,3.642878532409668,89.48348236083984,46.22837448120117,29.13262176513672,82.9950180053711,81.47091674804688,35.733856201171875,0.5482200980186462,20.975730895996094,61.30442810058594,175.19630432128906,14.0600004196167,100.08741760253906,61.404701232910156,,53.42683029174805
2015-04-13,28.2061824798584,19.118000030517578,12.576498985290527,96.98480987548828,3.675084352493286,88.86228942871094,46.50559997558594,29.00433349609375,82.69515228271484,82.43416595458984,35.76811981201172,0.5431616902351379,20.768577575683594,61.363250732421875,174.40396118164062,13.985333442687988,100.39863586425781,60.72898864746094,,53.2894401550293
2015-04-14,28.08388328552246,19.25550079345703,12.59241771697998,97.12139892578125,3.6679272651672363,88.55943298339844,47.232364654541016,28.868942260742188,83.51039123535156,82.94062042236328,35.67392349243164,0.5385850667953491,20.73306655883789,61.488285064697266,174.73757934570312,13.830666542053223,100.86121368408203,60.65495681762695,,54.0949821472168
2015-04-15,28.190622329711914,19.172500610351562,12.449141502380371,97.41277313232422,3.6965548992156982,88.09355163574219,48.10898208618164,28.790550231933594,83.6322250366211,82.13624572753906,36.19636917114258,0.5450887084007263,20.8396053314209,61.422080993652344,175.52166748046875,13.85533332824707,98.6744155883789,60.793800354003906,,55.00041198730469
2015-04-16,28.054977416992188,19.302000045776367,12.5685396194458,98.4326400756836,3.7180254459381104,88.03143310546875,47.809288024902344,28.933073043823242,83.13556671142578,81.739013671875,36.1107292175293,0.5417166352272034,20.827760696411133,61.414737701416016,175.47161865234375,13.779999732971191,102.27420806884766,60.76604080200195,,54.781864166259766
2015-04-17,27.739227294921875,18.777999877929688,12.385466575622559,97.14871978759766,3.707289934158325,87.0452880859375,47.082515716552734,28.71928596496582,81.45826721191406,80.21964263916016,35.64820861816406,0.5347312688827515,20.73898696899414,60.70132827758789,173.4530487060547,13.78600025177002,99.84351348876953,59.7200927734375,,54.28229904174805
2015-04-20,28.372949600219727,19.475500106811523,12.393421173095703,98.54187774658203,3.7001330852508545,87.63542175292969,47.382205963134766,28.97583770751953,81.83306121826172,82.51361083984375,36.753116607666016,0.5320818424224854,20.721235275268555,60.951385498046875,175.03790283203125,13.684666633605957,99.73418426513672,59.905208587646484,,54.47588348388672
2015-04-21,28.21952247619629,19.55900001525879,12.337705612182617,98.05017852783203,3.789595127105713,87.87612915039062,46.685420989990234,29.06134796142578,82.245361328125,83.03994750976562,36.52185821533203,0.531359076499939,20.650203704833984,61.105831146240234,174.82933044433594,13.96066665649414,100.32293701171875,60.488338470458984,,54.2510986328125
2015-04-22,28.599750518798828,19.489999771118164,12.528739929199219,98.28692626953125,3.789595127105713,87.73636627197266,47.157440185546875,29.439054489135742,85.45947265625,84.04293823242188,36.82162857055664,0.5373809337615967,20.673885345458984,61.113182067871094,175.6884765625,14.629332542419434,99.0865478515625,62.950462341308594,,54.61326599121094
2015-04-23,28.833240509033203,19.499500274658203,12.488940238952637,99.25214385986328,3.86116361618042,88.48954772949219,47.052547454833984,29.18250274658203,85.15959930419922,81.83833312988281,37.12141799926758,0.53521329164505,20.928380966186523,60.01809310913086,176.13058471679688,14.573332786560059,99.46504211425781,62.68202209472656,,54.663211822509766
2015-04-24,28.968873977661133,22.2549991607666,12.449141502380371,99.7347412109375,3.846851110458374,88.28765869140625,46.90269470214844,29.13974380493164,85.0096664428711,80.96443176269531,41.00143814086914,0.5306364297866821,20.875118255615234,60.0551643371582,176.53924560546875,14.562000274658203,99.82671356201172,62.45990753173828,,54.307281494140625
2015-04-27,29.49585723876953,21.92799949645996,12.385466575622559,100.30839538574219,3.7860169410705566,86.4939956665039,46.707889556884766,29.096988677978516,84.10074615478516,81.34181213378906,41.13847351074219,0.5347312688827515,20.47264862060547,59.758602142333984,175.80526733398438,15.436667442321777,97.7660903930664,62.1081428527832,,54.33225631713867
2015-04-28,29.031131744384766,21.465499877929688,12.457100868225098,100.0898666381836,3.6965548992156982,85.86499786376953,47.022579193115234,29.054235458374023,84.5505142211914,80.12034606933594,42.10634231567383,0.5373809337615967,20.407546997070312,59.625152587890625,176.36410522460938,15.36533260345459,98.90153503417969,61.80269241333008,,54.8255615234375
2015-04-29,28.604196548461914,21.4685001373291,12.71977424621582,99.98970794677734,3.6965548992156982,84.41294860839844,47.65194320678711,28.854694366455078,84.56925201416016,79.91178894042969,42.020687103271484,0.5332859754562378,20.295087814331055,59.202545166015625,175.63839721679688,15.49666690826416,95.55406951904297,62.3303108215332,,54.86928176879883
2015-04-30,27.828168869018555,21.089000701904297,12.679976463317871,98.99716186523438,3.7860169410705566,83.06961059570312,47.39719009399414,28.904579162597656,84.53179168701172,78.22357177734375,41.660953521728516,0.5347312688827515,20.082014083862305,58.9504508972168,173.8784637451172,15.069999694824219,93.69529724121094,61.136268615722656,,54.55704116821289
2015-05-01,28.67313575744629,21.14349937438965,12.82325553894043,100.6362075805664,3.753809928894043,85.0652084350586,47.65943145751953,29.15399169921875,85.50633239746094,78.44205474853516,41.678070068359375,0.5479792952537537,20.170791625976562,59.52878189086914,175.76353454589844,15.0686674118042,95.20923614501953,60.8770866394043,,55.481224060058594
2015-05-04,28.61754608154297,21.152000427246094,13.085928916931152,101.10059356689453,3.82895827293396,85.46119689941406,48.4911003112793,29.18962287902832,85.44072723388672,78.2633056640625,41.31833267211914,0.5446071624755859,20.312835693359375,59.573265075683594,176.26397705078125,15.36733341217041,96.35306549072266,60.70122528076172,,55.643592834472656
2015-05-05,27.972707748413086,21.059499740600586,13.014288902282715,100.90026092529297,3.7860169410705566,83.90823364257812,48.2513313293457,29.03997230529785,85.06587219238281,77.02197265625,40.77017593383789,0.5306364297866821,20.19447135925293,59.36565399169922,174.24545288085938,15.529999732971191,95.35221862792969,61.0529670715332,,55.33134078979492
