date,ticker,log_return,volatility_60,beta_60,momentum_126,revenue_growth,roe,fcf_yield,debt_to_equity,target,future_return,benchmark_forward,alpha
2015-07-21,YPF,-0.003666772701102128,0.2731332827293332,0.4305364776323361,0.049361738130088845,,,,,0,-0.3468708928273347,-0.03519404537758446,-0.3116768474497502
2015-07-22,YPF,-0.004525761631881693,0.2712636996298412,0.4566820055263296,0.02152483063933401,,,,,0,-0.34060456291566105,-0.03467691276035943,-0.3059276501553016
2015-07-23,YPF,0.014329812743279331,0.27357402581404644,0.4115256906304904,0.004106128269332413,,,,,0,-0.37780248469474764,-0.035254007201266604,-0.34254847749348105
2015-07-24,YPF,-0.022195889330978436,0.27498391714456066,0.48074964427405104,-0.002959724497123878,,,,,0,-0.3137886667879552,-0.00807534445959301,-0.3057133223283622
2015-07-27,YPF,-0.03769218937705907,0.2833233046900616,0.5405050366957243,-0.0356952551678523,,,,,0,-0.24529055696194046,0.008661392926217135,-0.2539519498881576
2015-07-28,YPF,-0.020493513438617654,0.28270530546145306,0.40123124334398996,-0.09277823656400418,,,,,0,-0.14836709014370925,-0.006007652873229485,-0.14235943727047976
2015-07-29,YPF,0.04015210387341144,0.29744627511349897,0.49666336266638517,0.007424829937645812,,,,,0,-0.2323904828671716,-0.014797463151238715,-0.21759301971593287
2015-07-30,YPF,-0.017072495328696438,0.29809938038810896,0.5536086964064666,0.015681004107677,,,,,0,-0.14025716313461803,-0.0037245131543645173,-0.13653264998025352
2015-07-31,YPF,-0.012998476070240711,0.29857824610820133,0.5628967013267835,-0.016693845937001198,,,,,0,-0.09509204992204437,-0.0027795750482335958,-0.09231247487381078
2015-08-03,YPF,-0.014496072758079967,0.2976105103325114,0.5958615982111646,-0.04390187731275184,,,,,0,-0.05642994788278487,-0.0037202745998882528,-0.052709673282896614
2015-08-04,YPF,-0.00399033733892712,0.2976133378985621,0.6305187293995843,-0.0927649708028575,,,,,0,-0.041266251840548517,0.009997363750936048,-0.05126361559148457
2015-08-05,YPF,0.02240380105610638,0.30278214376917645,0.6677982739265701,-0.05576223380506479,,,,,0,-0.037172441866999945,0.009603143580675428,-0.04677558544767537
2015-08-06,YPF,0.020636957432767482,0.3001175243261688,0.6119148745173667,-0.05574470323889632,,,,,0,-0.07509033774524776,0.014786398800399761,-0.08987673654564753
2015-08-07,YPF,0.009318188065244901,0.3009572011995515,0.6025515520377659,-0.0420149619598465,,,,,0,-0.10199344577798308,0.015709241422425708,-0.11770268720040879
2015-08-10,YPF,0.044121754021125094,0.31668333596663384,0.8225914267245731,9.913484695220992e-05,,,,,0,-0.16211551606012056,0.002664984030730685,-0.16478050009085124
2015-08-11,YPF,0.008435424939949874,0.3174801027491799,0.7647651714595695,0.0057306413720028945,,,,,0,-0.18825908905241073,0.002354178628296105,-0.19061326768070683
2015-08-12,YPF,-0.02839937194123788,0.32114020591103504,0.7657730999491955,-0.020265955200011666,,,,,0,-0.14690679212134294,0.0034608940253270503,-0.15036768614666998
2015-08-13,YPF,0.016731630392198504,0.3228742623585439,0.7582792295102365,-0.033941230781426864,,,,,0,-0.1794925763907911,0.0007666945355271294,-0.18025927092631824
2015-08-14,YPF,-0.024581214389676132,0.3259400295955143,0.7242293547416561,-0.10228076485557891,,,,,0,-0.17151337539010478,-0.01692688311896325,-0.15458649227114152
2015-08-17,YPF,0.01195637388242741,0.32624209912134916,0.7622451666417956,-0.10767117466059163,,,,,0,-0.1810109765926811,-0.03379040735410209,-0.147220569238579
2015-08-18,YPF,-0.014448286024006112,0.3271350708812964,0.773932316326707,-0.10923035348956203,,,,,0,-0.1360887548382571,-0.0157970483314058,-0.12029170650685131
2015-08-19,YPF,-0.02697163791650731,0.32359286988271485,0.7280527582832874,-0.11484884170899652,,,,,0,-0.17051609330646073,-0.008589851929058546,-0.1619262413774022
2015-08-20,YPF,-0.036541626211846985,0.33084790871110786,0.8603248648948111,-0.14721660874931022,,,,,0,-0.11044414976330019,0.02825374751271091,-0.13869789727601112
2015-08-21,YPF,-0.04810361541875887,0.3433721792379072,1.0003840605816283,-0.174186001877233,,,,,0,-0.053963953751049835,0.05795631532595242,-0.11192026907700225
2015-08-24,YPF,-0.07278572529984595,0.3698906822432742,1.2092762320283763,-0.25277999548239544,,,,,0,0.026155036703797877,0.1046128050361742,-0.07845776833237633
2015-08-25,YPF,-0.050241090737381595,0.3808562442654507,1.2635482754411744,-0.3076436083216823,,,,,0,0.020297265854965385,0.11530318691785854,-0.09500592106289316
2015-08-26,YPF,0.03766233333651911,0.38478180291117065,1.22931853376543,-0.23954583849343167,,,,,0,-0.03137307483971832,0.07896658030768099,-0.11033965514739931
2015-08-27,YPF,0.056595633441207015,0.4045561814706093,1.3361029010274879,-0.20062198798461547,,,,,0,-0.10270592849845668,0.05438882271447977,-0.15709475121293645
2015-08-28,YPF,0.0014344083984499305,0.40189280661799337,1.3688323247349607,-0.2042351158497256,,,,,0,-0.13921273850779894,0.055484607134851024,-0.19469734564264995
2015-08-31,YPF,0.028728108276755534,0.40724458162684113,1.3305204522503618,-0.1859097423102411,,,,,0,-0.1630106813823698,0.05943649472187969,-0.22244717610424947
2015-09-01,YPF,-0.04268072185836148,0.4146109963418786,1.3305245865782627,-0.24267252145131185,,,,,0,-0.13297786475031773,0.09922871712393119,-0.23220658187424892
2015-09-02,YPF,0.034289066011013426,0.4218367220137168,1.3572463982981708,-0.23006659376664537,,,,,0,-0.18175992302352237,0.07016851033902582,-0.2519284333625482
2015-09-03,YPF,0.010710369348331021,0.42270964188579496,1.3733422180160395,-0.19805096370820596,,,,,0,-0.20376348953415352,0.05535051258372821,-0.2591140021178817
2015-09-04,YPF,0.009220831240841863,0.423559885514045,1.3290377630921948,-0.18542423182012396,,,,,0,-0.2377052967365996,0.0899177771630861,-0.3276230738996857
2015-09-08,YPF,0.008681807506672762,0.4244148207123013,1.2777200971597693,-0.16107822297983576,,,,,0,-0.2843513360313462,0.05902084591688814,-0.3433721819482344
2015-09-09,YPF,-0.009600190980684471,0.4235928899242407,1.2615263845528606,-0.17911419267964537,,,,,0,-0.28814147559983183,0.06574043425546752,-0.3538819098552993
2015-09-10,YPF,0.011418412331292043,0.42258078625010065,1.2850855431490746,-0.1929563155294619,,,,,0,-0.27176347109354376,0.052503356590713396,-0.3242668276842572
2015-09-11,YPF,0.0,0.4146800055362112,1.2943524017189363,-0.18847867914942507,,,,,0,-0.27954100578747393,0.050547435499609425,-0.33008844128708337
2015-09-14,YPF,-0.05747916721945045,0.42633629375611454,1.2956816146526726,-0.28050735634177376,,,,,0,-0.2668958159140056,0.03469342301030895,-0.30158923892431455
2015-09-15,YPF,-0.03027563615574922,0.42969489293479035,1.2380712462906796,-0.3254865063623197,,,,,0,-0.23787733959225305,0.027310658037759537,-0.2651879976300126
2015-09-16,YPF,0.01622849744783791,0.4221256097682288,1.2246459886882564,-0.33699363335367305,,,,,0,-0.22436401343880652,0.029124638244825387,-0.2534886516836319
2015-09-17,YPF,-0.0024419604162847454,0.4212664565251132,1.222262935744257,-0.33213758270656984,,,,,0,-0.2061735334211824,0.04590153944686893,-0.2520750728680513
2015-09-18,YPF,-0.04756845770725251,0.4297613687007239,1.2667854525922564,-0.4099384861315469,,,,,0,-0.1786361099984752,0.04702227370656277,-0.225658383705038
2015-09-21,YPF,-0.07064264743044854,0.4497605248009231,1.2238449848018587,-0.4576466989076588,,,,,0,-0.137864978401036,0.02389223513589524,-0.16175721353693126
2015-09-22,YPF,-0.02960281336494826,0.45172403781506515,1.2337549269218906,-0.46837446270816396,,,,,0,-0.10259279828716031,0.04517247034463197,-0.1477652686317923
2015-09-23,YPF,-0.03519252237403896,0.4550303126705578,1.2678658808938226,-0.5175826851909138,,,,,0,-0.06301301928363169,0.05580547215286836,-0.11881849143650006
2015-09-24,YPF,-0.04074865328370784,0.4567707982135469,1.2688331627252112,-0.5275922689040344,,,,,0,0.009132442157874397,0.07173510255286586,-0.06260266039499146
2015-09-25,YPF,-0.024142279975745695,0.457890007692498,1.2776723955625404,-0.5524518764423818,,,,,0,0.032061958387896786,0.07034304367879089,-0.03828108529089411
2015-09-28,YPF,-0.0680534692978753,0.4722710300940668,1.34038480645011,-0.6262257981392094,,,,,0,0.08482931542979341,0.09347266455400355,-0.008643349124210137
2015-09-29,YPF,0.004016090594699621,0.47281372860375837,1.3417292235562066,-0.6005873748464624,,,,,0,0.08450322478511801,0.10350292516326653,-0.01899970037814852
2015-09-30,YPF,0.017218950081547283,0.47468248886724707,1.3606317819062967,-0.6099694846837844,,,,,0,0.034207896254233774,0.07790392461991578,-0.04369602836568201
2015-10-01,YPF,-0.011889173061799981,0.4716374494958373,1.3508851469842236,-0.6197279319984978,,,,,0,0.04355577932273658,0.06524408005175829,-0.021688300729021705
2015-10-02,YPF,0.032039276615193124,0.4787886878908698,1.3777948206470674,-0.6304852462928536,,,,,0,0.016592702921295246,0.03633873280986173,-0.019746029888566486
2015-10-05,YPF,0.06417658904977022,0.4985216135669158,1.4463071702472914,-0.5848683800266521,,,,,0,-0.05202414256274773,0.020390493839235746,-0.07241463640198348
2015-10-06,YPF,0.06653545674665294,0.5207868459807302,1.4518251680129852,-0.5146483144811806,,,,,0,-0.1674133708082287,0.011127930736948895,-0.1785413015451776
2015-10-07,YPF,0.07765112119636497,0.5411917815539165,1.492524786956068,-0.46479525162493274,,,,,0,-0.26121546946462115,-0.02131292316326205,-0.2399025463013591
2015-10-08,YPF,0.02272823382143842,0.5436784338679072,1.5044814626632521,-0.47196797804794705,,,,,0,-0.29006831960685264,-0.04133661350186651,-0.24873170610498613
2015-10-09,YPF,-0.013885537085608614,0.5437772757839548,1.5196860882288104,-0.486170175783944,,,,,0,-0.3045682816077275,-0.04094346849324521,-0.26362481311448227
2015-10-12,YPF,-0.031565017663724444,0.5463343882163313,1.514297587549557,-0.5113819074618935,,,,,0,-0.2751122734330867,-0.0338507913444788,-0.2412614820886079
2015-10-13,YPF,-0.04593472870639766,0.5470073570920989,1.5353758095558112,-0.5435189776105278,,,,,0,-0.26572753023666196,-0.05278536428098197,-0.21294216595568
2015-10-14,YPF,0.003909502091392306,0.5473197974177192,1.5317848968586802,-0.5328012368102227,,,,,0,-0.24654798141312206,-0.03169637819087806,-0.214851603222244
2015-10-15,YPF,-0.011211122356590955,0.5474613846227977,1.488684656280192,-0.5189780186470105,,,,,0,-0.24898167816525946,-0.06863434460040696,-0.1803473335648525
2015-10-16,YPF,0.0005637721085451166,0.5460880116117819,1.5001665134607158,-0.499218415138131,,,,,0,-0.2589896820800084,-0.07184042909183383,-0.18714925298817456
2015-10-19,YPF,-0.03031399672595795,0.5474038205136322,1.4966904167325983,-0.5134225378984795,,,,,0,-0.2942853483125626,-0.08523042120965087,-0.20905492710291174
2015-10-20,YPF,0.0017405682797919286,0.5434730257452021,1.4838879679017727,-0.539286301131379,,,,,0,-0.24660504157494523,-0.07836407617345721,-0.16824096540148803
2015-10-21,YPF,-0.02286810903580723,0.5437854061914436,1.527652743156497,-0.5731858359747387,,,,,0,-0.13505777157476304,-0.05183421689501113,-0.0832235546797519
2015-10-22,YPF,0.04181792857581404,0.5443860118964471,1.5369171945429596,-0.533692323971074,,,,,0,-0.20790203534233412,-0.08381860968571132,-0.1240834256566228
2015-10-23,YPF,0.03080592044895544,0.5486505624804272,1.5552526401241817,-0.5147560240080266,,,,,0,-0.1895176539630506,-0.08116975822914803,-0.10834789573390256
2015-10-26,YPF,0.07642995337961372,0.5725668316654875,1.5377890314837679,-0.4399634939842923,,,,,0,-0.254019039059306,-0.08965161553422381,-0.1643674235250822
2015-10-27,YPF,-0.043871288850050996,0.5783008398207428,1.5417898377625758,-0.4926310138469542,,,,,0,-0.1600409202059658,-0.08252199550237739,-0.07751892470358841
2015-10-28,YPF,0.07506082440385708,0.6000810900120915,1.6010526513862808,-0.40811932369885545,,,,,0,-0.18143030725565698,-0.0697474849661388,-0.11168282228951817
2015-10-29,YPF,0.03216663714233282,0.6020940507266705,1.5939062992269966,-0.3892883881486323,,,,,0,-0.23824502165878877,-0.06953487048717584,-0.16871015117161292
2015-10-30,YPF,0.024166029281179655,0.6026951434838708,1.6069340453602214,-0.3638291109981589,,,,,0,-0.2996131204359305,-0.08340200959254909,-0.21621111084338143
2015-11-02,YPF,0.011173358703309181,0.602850545598452,1.6036280047014262,-0.3562081514119807,,,,,0,-0.28460049049858416,-0.08918605185013946,-0.1954144386484447
2015-11-03,YPF,0.026497611029655015,0.5982104992096877,1.5812586588669568,-0.32551085770306387,,,,,0,-0.26421444750684603,-0.09051466981175516,-0.17369977769509087
2015-11-04,YPF,-0.01728093844548038,0.5986426234823881,1.6044359597970967,-0.32284675489449977,,,,,0,-0.241662634366664,-0.10671072555870055,-0.13495190880796343
2015-11-05,YPF,-0.017584919967490422,0.5970356018876016,1.6082780718224654,-0.33612913684519286,,,,,0,-0.27746367622141066,-0.11926444177741255,-0.1581992344439981
2015-11-06,YPF,-0.016000316261012396,0.5963934260636633,1.6117542050618217,-0.347808323235057,,,,,0,-0.28389432404051035,-0.11868665585304508,-0.16520766818746527
2015-11-09,YPF,-0.01770814805234039,0.5954794508545972,1.6202048016694997,-0.39278941890721636,,,,,0,-0.2795069968994925,-0.11017455246989835,-0.16933244442959414
2015-11-10,YPF,0.012952924989830064,0.5955865163830059,1.6199623186141505,-0.36744232129932614,,,,,0,-0.3203024116514347,-0.12557210326920104,-0.19473030838223365
2015-11-11,YPF,-0.015854153877249803,0.5957137643907775,1.6205356950464413,-0.3767111101138526,,,,,0,-0.23777805833717278,-0.10122520190698704,-0.13655285643018572
2015-11-12,YPF,-0.016602013388989825,0.594274647183111,1.602467386419565,-0.38635127679411835,,,,,0,-0.20472742581818867,-0.07043025199954556,-0.13429717381864312
2015-11-13,YPF,0.002458772679851061,0.5900553978346292,1.5786446409118606,-0.37117052218293894,,,,,0,-0.15825204769921294,-0.04293513728303032,-0.11531691041618262
2015-11-16,YPF,0.030473935730417807,0.5856294227782884,1.5953672544291517,-0.32644454213947033,,,,,0,-0.18700131237687304,-0.06213193016378741,-0.12486938221308563
2015-11-17,YPF,-0.061398976384710924,0.5800570666843916,1.5967866827998163,-0.3827039453649511,,,,,0,-0.13194061169146618,-0.061870658993506196,-0.07006995269795999
2015-11-18,YPF,0.023530317331313503,0.5725381087787559,1.5522962678445384,-0.3432452866851046,,,,,0,-0.09491422177027609,-0.06323719164930987,-0.03167703012096622
2015-11-19,YPF,0.00837658059349149,0.5676557851708554,1.6429315536022968,-0.3334716335205518,,,,,0,-0.11643454207931159,-0.07508422666928917,-0.04135031541002242
2015-11-20,YPF,0.007333265155001691,0.5557241832409211,1.5816879240644826,-0.28983541724766965,,,,,0,-0.10411652520935351,-0.07415692056200945,-0.029959604647344054
2015-11-23,YPF,-0.0560988615862143,0.5673450561819036,1.5978166130841804,-0.3470210248778672,,,,,1,-0.030337196545068633,-0.06097035536614229,0.030633158821073654
2015-11-24,YPF,-0.01400800735816462,0.5644508331876061,1.6578207260871596,-0.3566748722683219,,,,,1,-0.020053460129651014,-0.0646129395272218,0.04455947939757079
2015-11-25,YPF,-0.014737220217531252,0.5587183458804651,1.723828485508735,-0.3811824796427046,,,,,1,-0.04002688587311978,-0.07234278984911538,0.0323159039759956
2015-11-27,YPF,-0.0350724016108924,0.5578217974568344,1.7048395676360835,-0.41733451605037797,,,,,1,-0.003851316461510877,-0.050253879441165765,0.046402562979654886
2015-11-30,YPF,0.004930165402184869,0.5573556679231261,1.6895331884092515,-0.44112469373616786,,,,,1,0.01086980016126415,-0.041611372050781255,0.0524811722120454
2015-12-01,YPF,-0.012647905226309512,0.5571504716696921,1.7813448399119598,-0.4343613102059531,,,,,1,0.03853945464166128,-0.04718970777803671,0.085729162419698
2015-12-02,YPF,-0.014492992262191194,0.5570780701559582,1.9054081191796048,-0.4672163320216112,,,,,1,0.054628546537838746,-0.03368449256240649,0.08831303910024524
2015-12-03,YPF,-0.011293197162300157,0.5571679705648497,1.9040390557196334,-0.48444023265776825,,,,,1,0.05469464833926105,-0.018784061292153587,0.07347870963141463
2015-12-04,YPF,-0.024720975961604247,0.557947484728048,1.7009686757567004,-0.5042797643485728,,,,,1,0.06860468643776417,-0.049077017320609706,0.11768170375837388
2015-12-07,YPF,-0.03796423178807394,0.5621540847142228,1.7314572420500483,-0.548862947119967,,,,,1,0.08570070236841185,-0.038073028153905994,0.12377373052231784
2015-12-08,YPF,-0.013390330549170175,0.551660757587146,1.684060082353474,-0.565719533242488,,,,,1,0.06866593757103362,-0.030528642851777806,0.09919458042281143
2015-12-09,YPF,0.02779641683758001,0.552698908591042,1.7113263076620115,-0.5285366212685714,,,,,1,0.04315539726768106,-0.006710426089679871,0.049865823357360936
2015-12-10,YPF,-0.0077775346939302015,0.5513072103907666,1.6991833212524043,-0.5321139926095824,,,,,1,0.027252877875034238,-0.010571417978106363,0.0378242958531406
2015-12-11,YPF,-0.04483397734598203,0.5577779354496359,1.7277875944915217,-0.5588975956247689,,,,,1,0.04902934154493594,0.007369338655194774,0.041660002889741164
2015-12-14,YPF,-0.0012571598339966902,0.5504150138101324,1.6758455983529483,-0.5355692575188786,,,,,1,0.050884421611598965,0.008100008953994146,0.04278441265760482
2015-12-15,YPF,0.02974182360128437,0.5363017864843898,1.7693430751587005,-0.463204106127143,,,,,1,0.03774049857808069,0.003980894485324131,0.03375960409275656
2015-12-16,YPF,0.01574851960133935,0.5342838222233584,1.7422955655544814,-0.4689944004214774,,,,,1,0.04466069854170441,-0.006623103315440466,0.05128380185714487
2015-12-17,YPF,-0.020031034284545304,0.5310298215511916,1.7001916916570372,-0.4837780635206522,,,,,1,0.09078522010220233,0.01015015774617428,0.08063506235602805
2015-12-18,YPF,-0.029871515833009295,0.5279869832222154,1.6668663612335222,-0.5530725390047069,,,,,1,0.12401042132653463,0.02758845983592576,0.09642196149060887
2015-12-21,YPF,0.005669366748927468,0.5258250607153251,1.6549251050876221,-0.5556781030862117,,,,,1,0.11106032095013646,0.012751415416135574,0.09830890553400089
2015-12-22,YPF,0.004387256629489697,0.5064044696918896,1.5172157693085422,-0.5545103389952794,,,,,1,0.1189636577923202,0.003275718081371742,0.11568793971094846
2015-12-23,YPF,0.03139680815779821,0.5101577987623716,1.5451280615718204,-0.5166642179868941,,,,,1,0.07639976587619289,-0.008441282184050042,0.08484104806024294
2015-12-24,YPF,-0.0012127637457234237,0.5091483753340514,1.579039176899267,-0.5012038602850761,,,,,1,0.07929559573843382,0.002417956522593585,0.07687763921584025
2015-12-28,YPF,-0.015286112255978486,0.5095720566285716,1.5906847303734584,-0.5006488171317063,,,,,1,0.08613812801030324,0.009083534629943185,0.07705459338036005
2015-12-29,YPF,0.0036899999500240805,0.5055540054872774,1.542289630238247,-0.5153551765661317,,,,,1,0.09313128920210521,-0.003961435660098143,0.09709272486220336
2015-12-30,YPF,-0.03307637844933711,0.4925907138310423,1.4435115952269981,-0.5400112815902226,,,,,1,0.10529714754591478,0.009939913246210819,0.09535723429970396
2015-12-31,YPF,-0.0025412899932971936,0.4721569863890006,1.4737071170554905,-0.5506081948281425,,,,,1,0.08706435659043907,0.01675066783875238,0.07031368875168668
2016-01-04,YPF,0.0050762002137517016,0.4423593122409285,1.2856290125582157,-0.5271287904384387,,,,,1,0.058388310278020966,0.020790718806986255,0.03759759147103471
2016-01-05,YPF,-0.004440256434272699,0.43905041830136876,1.258575257067809,-0.5052221047597386,,,,,1,0.06818731593537902,0.029962900196632822,0.0382244157387462
2016-01-06,YPF,-0.04885377149882805,0.44828418836711176,1.3310634578855893,-0.5191479770301306,,,,,1,0.0978557855692043,0.03061925262318107,0.06723653294602322
2016-01-07,YPF,-0.01615097746002756,0.445373515488632,1.254454081878094,-0.5329264260636465,,,,,1,0.13674863848453578,0.05759646914301687,0.07915216934151892
2016-01-08,YPF,-0.00612461632079301,0.4367430768924479,1.2004919463058468,-0.556708880185636,,,,,1,0.1645305332264099,0.06628362852670511,0.09824690469970479
2016-01-11,YPF,-0.028385499086483395,0.43946889343986395,1.2025796384300642,-0.5729636586592202,,,,,1,0.23764465465424184,0.0745641146576073,0.16308053999663452
2016-01-12,YPF,-0.0021090094890837256,0.43921348942509975,1.2637613861247647,-0.6125505782937722,,,,,1,0.26436523834325226,0.07657849159537804,0.1877867467478742
2016-01-13,YPF,-0.03654998550997291,0.4442325637631912,1.2726133082872897,-0.6326596237026353,,,,,1,0.3207072660600874,0.10188307947107618,0.21882418658901126
2016-01-14,YPF,0.023089050914932203,0.4443655274095839,1.29239394109403,-0.5971576424426898,,,,,1,0.29017527452121394,0.08449374430987065,0.20568153021134328
2016-01-15,YPF,-0.013644819108728317,0.44471992978628266,1.2428419030443922,-0.613531044330291,,,,,1,0.3249403480647502,0.11319553920886083,0.21174480885588937
2016-01-19,YPF,-0.009444231806203967,0.4430944057484317,1.230041939819558,-0.5792133508824873,,,,,1,0.37030416534611715,0.11501458117300599,0.25528958417311115
2016-01-20,YPF,-0.06560966295851216,0.45083631938375873,1.2466936406826734,-0.6411562411398972,,,,,1,0.47350493438946856,0.12886550119300685,0.34463943319646173
2016-01-21,YPF,0.04942087501740923,0.4587397476149322,1.25794025661316,-0.5872096044906063,,,,,1,0.41187392024094566,0.11788524194239036,0.2939886782985553
2016-01-22,YPF,0.08867916096437492,0.4686006836592552,1.4735441983117499,-0.5128602562695107,,,,,1,0.3088415148532503,0.09757799375602932,0.21126352109722096
2016-01-25,YPF,-0.031026335191756967,0.464742195573357,1.4821513826363764,-0.5216907021302892,,,,,1,0.3038326062856795,0.11108585455486276,0.19274675173081673
2016-01-26,YPF,0.049190301828238976,0.4485633059588701,1.440748629054083,-0.4348082109249911,,,,,1,0.277126626838434,0.09901949520187822,0.17810713163655575
2016-01-27,YPF,0.011928568283358231,0.4432968663476223,1.3971941929992457,-0.4023861292030152,,,,,1,0.28322548496812344,0.11201867654260297,0.17120680842552047
2016-01-28,YPF,0.0501068300032891,0.4537241935446619,1.4510287909238118,-0.39243140307313745,,,,,1,0.23162877701045512,0.09770573307534709,0.133923043935108
2016-01-29,YPF,0.05367143735416595,0.4682636728431493,1.5249753953092007,-0.3216874703902749,,,,,1,0.17944721761066845,0.06820764032216539,0.11123957728850306
2016-02-01,YPF,-0.02464807726079895,0.46569080070278285,1.5092864215068145,-0.33333707158083326,,,,,1,0.20260541691708817,0.07648638495222583,0.12611903196486235
2016-02-02,YPF,-0.037202069495962234,0.4697066727974798,1.5212964553100148,-0.35604306831871546,,,,,1,0.20491134617138587,0.08593108082561604,0.11898026534576983
2016-02-03,YPF,0.026185988640655553,0.47338162953241775,1.5401550839883846,-0.3258667423391327,,,,,1,0.1776955700446568,0.07436010039489677,0.10333546964976004
2016-02-04,YPF,0.04688365402139328,0.4843311855522342,1.558620823717974,-0.301386889373846,,,,,1,0.15825265489072962,0.072598302131055,0.08565435275967462
2016-02-05,YPF,0.005270874694701753,0.48375242292359133,1.4810109526730728,-0.3167529721119117,,,,,1,0.16246043518821857,0.09548435366325075,0.06697608152496781
2016-02-08,YPF,-0.053385961822237094,0.493316981934686,1.520135129428034,-0.37945712199939374,,,,,1,0.2003345098580088,0.10986318246094037,0.09047132739706842
2016-02-09,YPF,-0.02243096408011205,0.49415954243350446,1.5135162962824045,-0.446009840100631,,,,,1,0.2387737729130283,0.1221662606157593,0.11660751229726898
2016-02-10,YPF,-0.013320820911322518,0.49385881097434897,1.522011552041856,-0.46776608595190317,,,,,1,0.2790240113409117,0.113630323701766,0.1653936876391457
2016-02-11,YPF,-0.027842489762112142,0.4959785356019148,1.5546993024287987,-0.46720920377277764,,,,,1,0.31743847967045197,0.1270145602097051,0.19042391946074685
2016-02-12,YPF,0.06667019943701194,0.5122656236023206,1.63078218970461,-0.417270634727964,,,,,1,0.22166820621453126,0.09785489809157494,0.12381330812295632
2016-02-16,YPF,0.01644861912999431,0.4998549606597622,1.615917495363419,-0.37624080120829345,,,,,1,0.2222974194382662,0.09093408685187879,0.1313633325863874
2016-02-17,YPF,0.0489341507988269,0.508241347267808,1.6633563217288891,-0.3392630242918939,,,,,1,0.17915193251613312,0.06535424725055598,0.11379768526557714
2016-02-18,YPF,0.0017246710527578284,0.5078151783753379,1.6600622594209085,-0.32309006721513006,,,,,1,0.18222574468272576,0.06975134472750838,0.11247439995521738
2016-02-19,YPF,-0.006338275699304145,0.5074428675661679,1.658578224788246,-0.3024567049979268,,,,,1,0.17020609488158633,0.06674893190753393,0.1034571629740524
2016-02-22,YPF,0.06055670725250362,0.5114623629229492,1.7204429941194386,-0.20535837153357628,,,,,1,0.12896427163871715,0.05867127407688494,0.07029299756183222
2016-02-23,YPF,-0.013143739715543947,0.5113708785969998,1.7158955450366233,-0.17039849583036132,,,,,1,0.1392344781175378,0.07001749600936046,0.06921698210817735
2016-02-24,YPF,0.019651282024959842,0.5122504191939502,1.7241646139143783,-0.07796148850555559,,,,,1,0.13434179971473875,0.0783314775442247,0.05601032217051405
2016-02-25,YPF,0.017680467078070722,0.508358566810474,1.7264061862293192,-0.010039930690103312,,,,,1,0.13260172858092012,0.07305262510002261,0.05954910348089751
2016-02-26,YPF,-0.0037242709427469296,0.5083500548319262,1.729871324045748,-0.0514265349693693,,,,,1,0.14834638316651538,0.0756432005697347,0.07270318259678069
2016-02-29,YPF,-0.034710645961000104,0.5127630042237281,1.7813547585445655,-0.1427328143715764,,,,,1,0.17613980899777465,0.08780678939430167,0.08833301960347298
2016-03-01,YPF,0.0011031678007165902,0.5118696085572215,1.6805841141474305,-0.14306405496930977,,,,,1,0.14210801135426113,0.06266748716086125,0.07944052419339988
2016-03-02,YPF,0.019651282024959842,0.5128022334600608,1.7008321027750906,-0.1521408812211056,,,,,1,0.12389045221291882,0.06023235471252951,0.06365809750038931
